event,coefficient1,lb1,ub1,coefficient2,lb2,ub2
-5,0.185536019307816,-0.967835946811248,0.546333570397012,0.365681221879412,-0.559810788669601,1.0451001018119
-4,-0.133155563722128,-1.38721362627945,0.742366905013631,0.33132609064143,-0.262207396794719,2.37005876171487
-3,0.0139113330933384,-0.563303768143362,0.839038543610772,0.55888175846907,-1.13306217290341,3.06563611957394
-2,0.223120572977659,-0.290781023517137,1.16063934215136,1.29405099730419,-0.647027457744139,4.32477830465226
-1,-0.0828179835606628,0.0434408407191093,2.06594561595812,4.16634157333068,-0.314784974947181,7.93000113281129
0,4.9263755011007,1.24273039690598,9.67515987182934,7.65638405470261,1.62300138347588,8.58817318121926
1,7.65572639118693,3.11094891070177,12.1272010661259,7.55345829390989,3.26581540582793,10.264859364972
2,11.6441616654048,6.49086670063149,16.1640836592944,7.2864924236337,3.22391712792223,8.98799714204742
3,15.1968938083764,10.2145137886677,19.3001096320078,6.70187314853368,3.36135142630223,10.9379485510605
4,15.7672649564477,12.1616662984008,20.0125332756077,10.0573578091753,4.14210680493378,11.3337469298463
5,22.2027493013447,15.6089589035836,26.3383670176197,9.25677313847413,3.6450291942061,11.5864508740795
